Course Name,Cut-off ATAR,Duration,Award Type,Field of Education,Provider,Campus,Level
B Advanced Science Honours (Biology),N/A,4 years,Bachelor's Honours,Biological Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Advanced Science Honours (Chemistry),N/A,4 years,Bachelor's Honours,Chemical Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Advanced Science Honours (Geological Sciences),N/A,4 years,Bachelor's Honours,Earth Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Advanced Science Honours (Mathematics),N/A,4 years,Bachelor's Honours,Mathematical Sciences,The University of Queensland,STLUCIA QLD,Undergraduate
B Advanced Science Honours (Physics),N/A,4 years,Bachelor's Honours,Physics & Astronomy,The University of Queensland,STLUCIA QLD,Undergraduate
B Agribusiness,68.45,3 years,Bachelor's Pass,Farm Management & Agribusiness,The University of Queensland,GATTON QLD,Undergraduate
B Agribusiness & Food Security,N/A,3 years,Bachelor's Pass,Agriculture n.e.c.,Central Queensland University,Bundaberg QLD,Undergraduate
B Agribusiness & Food Security,N/A,3 years,Bachelor's Pass,Agriculture n.e.c.,Central Queensland University,Rockhampton QLD,Undergraduate
B Agribusiness & Food Security,N/A,3 years,Bachelor's Pass,Agriculture n.e.c.,Central Queensland University,Distance Ed,Undergraduate
B Agribusiness(Honours),N/A,1 year,Bachelor's Honours,Farm Management & Agribusiness,The University of Queensland,STLUCIA QLD,Undergraduate
B Agribusiness/BAppSc,65.80,4 years,Bachelor's Pass,"Farm Management & Agribusiness, Agriculture Environmental & Related Studies",The University of Queensland,STLUCIA QLD,Undergraduate
B Agribusiness/BAppSc,65.80,4 years,Bachelor's Pass,"Farm Management & Agribusiness, Agriculture Environmental & Related Studies",The University of Queensland,GATTON QLD,Undergraduate
B Agribusiness/BAppSc (Agronomy-BAppSc),65.80,4 years,Bachelor's Pass,"Farm Management & Agribusiness, Agriculture Environmental & Related Studies",The University of Queensland,GATTON QLD,Undergraduate
B Agribusiness/BAppSc (Animal Production-BAppSc),65.80,4 years,Bachelor's Pass,"Agriculture, Agriculture Environmental & Related Studies",The University of Queensland,GATTON QLD,Undergraduate
B Agribusiness/BAppSc (Equine Management),65.80,4 years,Bachelor's Pass,"Animal Husbandry, Agriculture Environmental & Related Studies",The University of Queensland,GATTON QLD,Undergraduate
B Agribusiness/BAppSc (Horticulture-BAppSc),65.80,4 years,Bachelor's Pass,"Farm Management & Agribusiness, Agriculture Environmental & Related Studies",The University of Queensland,GATTON QLD,Undergraduate
B Agricultural Science,70.85,4 years,Bachelor's Pass,Agriculture,The University of Queensland,GATTON QLD,Undergraduate
B App Sci (Aviation),See details,3 years,Bachelor's Pass,Aerospace Engineering,RMIT University,City Campus VIC,Undergraduate
B App Sci (Cartography&GeoVis),N/A,3 years,Bachelor's Pass,Mapping Science,RMIT University,City Campus VIC,Undergraduate
B App Sci (Compl Med) Osteo,N/A,3 years,Bachelor's Pass,Chiropractic & Osteopathy,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Disability),N/A,3 years,Bachelor's Pass,Care for the Disabled,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Fash & Text Merch),N/A,1 year,Bachelor's Pass,Marketing,RMIT University,Brunswick Campus VIC,Undergraduate
B App Sci (Fashion Technology),N/A,1 year,Bachelor's Pass,Garment Making,RMIT University,Brunswick Campus VIC,Undergraduate
B App Sci (Human Movt) (Hons),N/A,1 year,Bachelor's Honours,Human Movement,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Med Rad) (Hons),N/A,1 year,Bachelor's Honours,Radiography (Detailed),RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Medical Radiations),N/A,3 years,Bachelor's Pass,Radiography (Detailed),RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Physical Edu) (Hon),N/A,1 year,Bachelor's Honours,Teacher Education n.e.c.,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Physical Education),See details,4 years,Bachelor's Pass,Teacher Education: Secondary,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Project Management),See details,4 years,Bachelor's Pass,Project Management,RMIT University,City Campus VIC,Undergraduate
B App Sci (Property&Valuation),See details,4 years,Bachelor's Pass,Real Estate,RMIT University,City Campus VIC,Undergraduate
B App Sci (Psychology),See details,3 years,Bachelor's Pass,Psychology,RMIT University,City Campus VIC,Undergraduate
B App Sci (Psychology),See details,3 years,Bachelor's Pass,Psychology,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Psychology) (Hons),N/A,1 year,Bachelor's Honours,Psychology,RMIT University,Bundoora Campus VIC,Undergraduate
B App Sci (Surveying),See details,4 years,Bachelor's Pass,Surveying,RMIT University,City Campus VIC,Undergraduate
B App Sci (Textile Technology),N/A,3 years,Bachelor's Pass,Textile Making,RMIT University,Brunswick Campus VIC,Undergraduate
B App Sci (Valuation),N/A,4 years,Bachelor's Pass,Valuation,RMIT University,City Campus VIC,Undergraduate
B App Sci/Dip Tech (Computing),N/A,2.3 years,Bachelor's Pass,"Mathematical Sciences n.e.c., Computer Science",RMIT University,City Campus VIC,Undergraduate
B Applied Science,65.80,3 years,Bachelor's Pass,Agriculture Environmental & Related Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Applied Science,65.80,3 years,Bachelor's Pass,Agriculture Environmental & Related Studies,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Agronomy),65.80,3 years,Bachelor's Pass,Agriculture n.e.c.,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Animal Production),65.80,3 years,Bachelor's Pass,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Crop Production),65.80,3 years,Bachelor's Pass,Horticulture and Viticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Equine Management),65.80,3 years,Bachelor's Pass,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Horticulture),65.80,3 years,Bachelor's Pass,Horticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Production Animal Sc),65.80,3 years,Bachelor's Pass,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Urban Horticulture),65.80,3 years,Bachelor's Pass,Horticulture and Viticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Veterinary Technology),65.80,3 years,Bachelor's Pass,Veterinary Assisting,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science (Wildlife Science),65.80,3 years,Bachelor's Pass,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons),N/A,1 year,Bachelor's Honours,Agriculture Environmental & Related Studies,The University of Queensland,STLUCIA QLD,Undergraduate
B Applied Science(Hons),N/A,1 year,Bachelor's Honours,Agriculture Environmental & Related Studies,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Animal Studies),N/A,1 year,Bachelor's Honours,Agriculture,The University of Queensland,STLUCIA QLD,Undergraduate
B Applied Science(Hons) (Animal Studies),N/A,1 year,Bachelor's Honours,Agriculture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Crops & Rangelands),N/A,1 year,Bachelor's Honours,Agriculture n.e.c.,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Envrnmtl & Prodn Horticulture),N/A,1 year,Bachelor's Honours,Horticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Equine Science),N/A,1 year,Bachelor's Honours,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Food Chain Management),N/A,1 year,Bachelor's Honours,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Food Science & Nutrition),N/A,1 year,Bachelor's Honours,Nutrition & Dietetics,The University of Queensland,STLUCIA QLD,Undergraduate
B Applied Science(Hons) (Horticulture),N/A,1 year,Bachelor's Honours,Horticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Information Agriculture),N/A,1 year,Bachelor's Honours,Horticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Plants),N/A,1 year,Bachelor's Honours,Horticulture,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Production Animal Sc),N/A,1 year,Bachelor's Honours,Animal Husbandry,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Protected Area Management),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Rangeland Management),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Soil & Water Quality),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Sustainable Ecosystems),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Turf Science),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Veterinary Technology),N/A,1 year,Bachelor's Honours,Veterinary Assisting,The University of Queensland,GATTON QLD,Undergraduate
B Applied Science(Hons) (Wildlife Science),N/A,1 year,Bachelor's Honours,"Land, Parks & Wildlife Management",The University of Queensland,GATTON QLD,Undergraduate
B Applied Sociology,N/A,3 years,Bachelor's Pass,Sociology,Central Queensland University,Bundaberg QLD,Undergraduate
B Applied Sociology,N/A,3 years,Bachelor's Pass,Sociology,Central Queensland University,Mackay QLD,Undergraduate
B Applied Sociology,N/A,3 years,Bachelor's Pass,Sociology,Central Queensland University,Rockhampton QLD,Undergraduate
B Applied Sociology,N/A,3 years,Bachelor's Pass,Sociology,Central Queensland University,Distance Ed,Undergraduate
B Archaeological Practice,80.00,3 years,Bachelor's Pass,Archaeology,The Australian National University,Acton ACT,Undergraduate
B Archaeological Practice (Honours),N/A,3 years,Bachelor's Honours,Archaeology,The Australian National University,Acton ACT,Undergraduate
B Architectural Design,N/A,3 years,Bachelor's Pass,Architecture,RMIT University,City Campus VIC,Undergraduate
B Architectural Design,92.20,3 years,Bachelor's Pass,Architecture,The University of Queensland,STLUCIA QLD,Undergraduate
B Architectural Design (Hons),N/A,1 year,Bachelor's Honours,Architecture & Urban Environment n.e.c.,The University of Queensland,STLUCIA QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Brisbane QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Bundaberg QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Emerald QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Gladstone QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Mackay QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Melbourne VIC,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Pomona QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Rockhampton QLD,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Sydney NSW,Undergraduate
B Arts,53.70,3 years,Bachelor's Pass,Society & Culture,Central Queensland University,Distance Ed,Undergraduate
B Arts,76.60,3 years,Bachelor's Pass,Society & Culture,The University of Queensland,STLUCIA QLD,Undergraduate
B Arts (Creative Writing),N/A,3 years,Bachelor's Pass,Written Communication,RMIT University,City Campus VIC,Undergraduate
B Arts (Crim Just Admin) (Hon),N/A,1 year,Bachelor's Honours,Justice Administration,RMIT University,City Campus VIC,Undergraduate
B Arts (Digital Art),N/A,3 years,Bachelor's Pass,Visual Arts & Crafts,RMIT University,City Campus VIC,Undergraduate
B Arts (Fine Art),N/A,3 years,Bachelor's Pass,Fine Arts,RMIT University,City Campus VIC,Undergraduate
B Arts (Fine Art) (Hons),N/A,1 year,Bachelor's Honours,Fine Arts,RMIT University,City Campus VIC,Undergraduate
B Arts (Honours),N/A,1 year,Bachelor's Honours,Society & Culture,Central Queensland University,Rockhampton QLD,Undergraduate
B Arts (Honours),N/A,1 year,Bachelor's Honours,Society & Culture,Central Queensland University,Distance Ed,Undergraduate
B Arts (Intn'l Studies) (Hons),N/A,1 year,Bachelor's Honours,Studies in Human Society,RMIT University,City Campus VIC,Undergraduate
B Arts (Ipswich),63.00,3 years,Bachelor's Pass,Studies in Human Society n.e.c.,The University of Queensland,IPSWICH QLD,Undergraduate
B Arts (Music Industry),N/A,3 years,Bachelor's Pass,Performing Arts n.e.c.,RMIT University,City Campus VIC,Undergraduate
B Arts (Photography),See details,3 years,Bachelor's Pass,Photography,RMIT University,City Campus VIC,Undergraduate
B Arts (Textile Design),N/A,3 years,Bachelor's Pass,Textile Design,RMIT University,Brunswick Campus VIC,Undergraduate
B Arts in Communication (Journalism) B Creative Intelligence and Innovat,N/A,5 years,Bachelor's Pass,"Journalism, Communication & Media Studies n.e.c.","University of Technology, Sydney",Broadway NSW,Undergraduate
B Arts in Communication (Social Inquiry) B Creative Intelligence and In,N/A,5 years,Bachelor's Pass,"Society & Culture, Communication & Media Studies n.e.c.","University of Technology, Sydney",Broadway NSW,Undergraduate
B Arts(Criminal Justice Admin),See details,3 years,Bachelor's Pass,Justice Administration,RMIT University,City Campus VIC,Undergraduate
B Arts(Hons),N/A,1 year,Bachelor's Honours,Society & Culture,The University of Queensland,STLUCIA QLD,Undergraduate
